dummy_x_translation_joint,dummy_y_translation_joint,dummy_z_translation_joint,dummy_x_rotation_joint,dummy_y_rotation_joint,dummy_z_rotation_joint,WRJ2,WRJ1,FFJ4,FFJ3,FFJ2,FFJ1,LFJ5,LFJ4,LFJ3,LFJ2,LFJ1,MFJ4,MFJ3,MFJ2,MFJ1,RFJ4,RFJ3,RFJ2,RFJ1,THJ5,THJ4,THJ3,THJ2,THJ1
0.48457876,0.5833639,-0.026726523,1.0137696,0.38720778,-1.0778342,-0.4041596,0.20764172,-0.16695647,0.5132844,0.23189868,0.4959636,-0.001,0.34732202,0.5432141,0.8879813,1.0111411,0.07989967,0.61551607,0.29979128,0.49909234,0.16856976,0.6924197,0.4583978,0.62746894,0.2027952,0.90211123,0.2104395,-0.06493681,0.5980439
0.4677906,0.5773427,-0.010220547,1.0509353,0.43633297,-1.0933264,-0.38010755,0.26530924,-0.17901625,0.5468576,0.24435054,0.5013993,-0.001,0.34376785,0.51811904,0.87658864,1.0103227,0.06267069,0.6588306,0.3244676,0.51145756,0.17196888,0.7086954,0.47159868,0.63523865,0.24587074,0.9102929,0.2104395,-0.04315374,0.608204
0.46906295,0.57937783,0.0075620436,1.0832992,0.44842198,-1.1436735,-0.3977649,0.30427006,-0.17416185,0.60385376,0.27369553,0.5162419,-0.001,0.34123677,0.5002853,0.8657224,1.0102026,0.04383059,0.7031034,0.35611135,0.5282072,0.17819601,0.7292608,0.49165794,0.6474761,0.29660028,0.8948403,0.20697407,-0.021261761,0.61481464
0.46857587,0.5806013,0.008274284,1.0839565,0.44890895,-1.145603,-0.39809206,0.30535236,-0.17406186,0.60634965,0.27522156,0.5170673,-0.0009543505,0.3408008,0.49956805,0.8651896,1.0101515,0.043166146,0.70472854,0.3575185,0.528981,0.17847398,0.7301143,0.49270055,0.6481159,0.2979194,0.8942134,0.20660102,-0.0208177,0.6148192
0.4691648,0.58321446,0.010481533,1.0862485,0.44899473,-1.1458049,-0.3995916,0.30807278,-0.17327766,0.6095711,0.27731416,0.5182189,-0.00056364865,0.3403357,0.49916872,0.86469793,1.0100927,0.042354666,0.7068556,0.35930842,0.5299596,0.17908086,0.7317698,0.49419528,0.6489857,0.2997497,0.89230627,0.20563361,-0.020240773,0.6148721
0.4741805,0.5854763,0.024641402,1.1168224,0.45119652,-1.1910129,-0.42226332,0.34037194,-0.15112114,0.69738233,0.34366333,0.5566,-0.001,0.3248233,0.49279892,0.84979194,1.0087539,0.00900627,0.7708644,0.42198232,0.565391,0.1945506,0.7601737,0.52819294,0.6694974,0.34102225,0.8649254,0.18151516,-0.015994247,0.60711324
0.473665,0.5885626,0.026542678,1.1169757,0.4505807,-1.1906363,-0.42314944,0.34089658,-0.15110154,0.6974273,0.34420815,0.5569807,0.00034559506,0.32452482,0.49352464,0.84972316,1.0087535,0.008538455,0.77195907,0.42310888,0.56602615,0.1948014,0.7610244,0.5289404,0.66992146,0.34151408,0.86460334,0.18109716,-0.01613774,0.60689425
0.4728525,0.5910832,0.028258864,1.1175032,0.44980818,-1.1901996,-0.42420223,0.34167638,-0.15101716,0.6976213,0.34490266,0.55745137,0.0010356437,0.32430297,0.49446926,0.84975934,1.0087982,0.008029838,0.7734315,0.42451507,0.5668182,0.1951163,0.7619096,0.52979285,0.6704117,0.34237066,0.8642279,0.1805809,-0.016144777,0.60670227
0.4696754,0.59383905,0.031936206,1.1163448,0.44887376,-1.1904627,-0.42450488,0.3414203,-0.15101033,0.6976086,0.34497496,0.5575051,0.0010894468,0.3242877,0.49458137,0.849797,1.0088243,0.007999845,0.77359384,0.42467937,0.5669137,0.1951304,0.7620336,0.5299045,0.67047644,0.34246194,0.8641867,0.1805257,-0.016139543,0.6066878
0.46719536,0.5960893,0.034958906,1.1153919,0.4481212,-1.1906816,-0.42476067,0.34120423,-0.15101282,0.69757694,0.34504685,0.5575607,0.0011665683,0.32428145,0.49468616,0.8498327,1.0088512,0.007973441,0.7737677,0.4248521,0.5670141,0.19513774,0.76217085,0.53001994,0.670542,0.34255683,0.8641595,0.18047096,-0.01612665,0.60667443
0.46489272,0.598777,0.041014127,1.1134933,0.44711083,-1.1907638,-0.42502335,0.3406585,-0.15101339,0.6974402,0.34508222,0.55760175,0.0013038592,0.3242735,0.49483082,0.84985226,1.0088621,0.007948791,0.77392876,0.4250254,0.56711674,0.19515862,0.76231855,0.5301335,0.6706062,0.34265846,0.8639924,0.18034694,-0.01611797,0.6066633
0.46365377,0.6017605,0.046527017,1.1118759,0.44614294,-1.1903645,-0.42548057,0.3402167,-0.15099451,0.6971331,0.34507775,0.5576332,0.0016766957,0.324258,0.49514547,0.84984815,1.0088421,0.007913168,0.77414584,0.425255,0.5672522,0.19520292,0.76254964,0.530268,0.6706773,0.34280285,0.8636545,0.18012291,-0.016106727,0.60665095
0.4610258,0.6057016,0.054035563,1.1096066,0.44459924,-1.1899315,-0.42612264,0.3395437,-0.15095113,0.69674855,0.34504038,0.5576507,0.0021515347,0.32424816,0.495543,0.849853,1.0088183,0.007881248,0.77426565,0.42543378,0.56736267,0.19524844,0.7627855,0.5304026,0.6707503,0.34294268,0.86326116,0.17987598,-0.016096607,0.60664594
0.45695657,0.6099472,0.05968258,1.1077652,0.44292504,-1.189707,-0.42681235,0.33896545,-0.15088552,0.6964791,0.34506452,0.5577,0.002610083,0.32425362,0.4959007,0.84985536,1.0087947,0.0078446185,0.7742987,0.42556354,0.5674484,0.19529246,0.7629897,0.5305201,0.67081517,0.34307757,0.8630897,0.17973909,-0.016077321,0.60664034
0.45308748,0.61390674,0.06927022,1.1046788,0.44096258,-1.1895244,-0.42739758,0.33792,-0.15081006,0.69616574,0.34507164,0.557741,0.0030473298,0.3242736,0.49620602,0.84984666,1.0087713,0.0078035225,0.7743083,0.42568526,0.5675323,0.19534531,0.76318103,0.53063136,0.6708788,0.3432287,0.86282265,0.17955582,-0.016051916,0.60664076
0.44910207,0.61828965,0.077948555,1.1018484,0.43898523,-1.1892512,-0.42808017,0.33695698,-0.15072265,0.6958103,0.34505793,0.5577724,0.0035232322,0.32429576,0.49652937,0.8498292,1.0087401,0.007761824,0.77433056,0.42580977,0.567618,0.19540243,0.7634215,0.53075117,0.67094487,0.34340066,0.8625333,0.17935453,-0.01601789,0.60664403
0.47625026,0.6316999,0.05565967,1.038054,0.29959467,-0.9884161,-0.47280505,0.2542243,-0.14249188,0.6301232,0.3639353,0.5803918,0.10962612,0.30678275,0.5415068,0.80634695,0.98182976,-0.022695234,0.7942728,0.47298187,0.5980733,0.21871091,0.8092315,0.54683644,0.6789606,0.37279484,0.8699393,0.15231018,-0.02984362,0.59094375
0.4729545,0.6366893,0.06498253,1.0345443,0.298171,-0.98824763,-0.4726002,0.25319225,-0.14249782,0.6299868,0.363994,0.58045375,0.10975915,0.30675268,0.5415852,0.80630714,0.9818157,-0.022771064,0.7943007,0.47311223,0.5981616,0.21877928,0.8092804,0.54688007,0.67899173,0.3728457,0.8698861,0.15224075,-0.02987498,0.59091717
0.46779722,0.6437585,0.073411755,1.0311917,0.29628947,-0.98810315,-0.472706,0.25222817,-0.14247194,0.62984157,0.36405605,0.5805206,0.10994376,0.3067135,0.541716,0.80627316,0.9818008,-0.022831932,0.794377,0.47327217,0.59826726,0.2188418,0.80936635,0.54693735,0.6790304,0.372917,0.86980295,0.15215231,-0.029893717,0.5908968
0.4629664,0.6503097,0.08145971,1.0279981,0.29439518,-0.98789173,-0.47287452,0.25126523,-0.14243333,0.6296774,0.36411092,0.5805851,0.110196516,0.30667982,0.5418838,0.80623615,0.98177916,-0.022885686,0.79442585,0.47342375,0.59837025,0.21890293,0.80946606,0.5470021,0.67907363,0.37300554,0.86967695,0.15203612,-0.029899403,0.5908813
0.4585705,0.657596,0.089070804,1.024862,0.29270762,-0.9876084,-0.4730092,0.25038028,-0.14238238,0.6295355,0.364178,0.5806572,0.11047028,0.30665183,0.5420562,0.80619866,0.98175657,-0.022941817,0.7945046,0.47358298,0.59847635,0.2189644,0.8095573,0.54706305,0.67911553,0.3730824,0.86953336,0.15190315,-0.029915906,0.59085983
0.45347673,0.6632221,0.096132785,1.0220037,0.29067537,-0.98743373,-0.47327515,0.24941121,-0.14230776,0.62942123,0.36425838,0.58073634,0.110729724,0.3066193,0.5421956,0.80614966,0.98173106,-0.022990637,0.7945627,0.4737237,0.598572,0.21901785,0.8096064,0.5471059,0.6791496,0.3731679,0.8693807,0.15176092,-0.029932564,0.59083724
0.44919252,0.67010385,0.102547705,1.0192561,0.28898165,-0.9870831,-0.4735141,0.24859859,-0.1422244,0.62934697,0.36436853,0.58083373,0.11106813,0.30660185,0.5423948,0.80611646,0.9817075,-0.0230403,0.7946295,0.4738733,0.5986738,0.21907659,0.8096702,0.54714435,0.6791799,0.3732626,0.86919045,0.15158994,-0.029951641,0.59081113
0.4452511,0.6771058,0.108482696,1.0165308,0.2869322,-0.9862616,-0.47402084,0.24762473,-0.142061,0.62917477,0.36451825,0.5809775,0.11174647,0.30658847,0.54277176,0.80604017,0.9816441,-0.023114264,0.7947056,0.4740971,0.5988296,0.21916543,0.80976117,0.5471709,0.6792058,0.373429,0.8688891,0.15129855,-0.029985938,0.5907587
0.47671413,0.67594033,0.05775004,0.90169793,0.13859569,-0.77349144,-0.46258166,0.13791375,-0.11898705,0.6278033,0.4108599,0.6182239,0.1956273,0.28810748,0.5658199,0.76436406,0.9590189,-0.04861926,0.75588053,0.47708738,0.60602456,0.24543384,0.80685186,0.53016704,0.6714553,0.39003322,0.8735353,0.1239396,-0.05140161,0.57335675
0.47271284,0.683331,0.06226019,0.8991518,0.13717379,-0.7733184,-0.46242863,0.13725738,-0.11897412,0.6277892,0.41098022,0.61831737,0.19564024,0.28806332,0.5658481,0.7643501,0.95902896,-0.048683282,0.75592226,0.47718364,0.6060882,0.24551065,0.80695486,0.5302275,0.6714935,0.390037,0.87350166,0.12388812,-0.051457305,0.5733156
0.46891296,0.6891684,0.06639011,0.89695257,0.13573189,-0.7731773,-0.4623606,0.13660239,-0.11894938,0.6277537,0.41108042,0.6183983,0.19563079,0.2880129,0.5658525,0.76432633,0.9590355,-0.048740458,0.7559663,0.47727144,0.6061455,0.24558367,0.8070607,0.5302879,0.67153126,0.39003474,0.8734315,0.12381424,-0.05152456,0.5732678
0.4654649,0.6951335,0.06995054,0.89491963,0.13441585,-0.77296567,-0.4623234,0.1360335,-0.11890981,0.6277145,0.41117516,0.61847603,0.19564636,0.28796622,0.56586045,0.7642961,0.95903826,-0.048797186,0.7560362,0.4773674,0.6062063,0.24565981,0.8071715,0.5303463,0.67156786,0.39003658,0.8733494,0.123730816,-0.051594302,0.57321906
0.46348298,0.7003192,0.07259528,0.8932633,0.13356234,-0.77266705,-0.462259,0.13561174,-0.11887308,0.62767035,0.41126367,0.61854994,0.19568372,0.2879184,0.56589276,0.76426893,0.9590392,-0.04885537,0.7560822,0.47744492,0.6062564,0.24573989,0.80729353,0.5304012,0.6716006,0.39003128,0.8732752,0.12364377,-0.051668964,0.57316566
0.46026507,0.7056442,0.074887715,0.89168537,0.13229829,-0.77247965,-0.46234468,0.1350983,-0.11883302,0.62761456,0.41134864,0.6186228,0.19572537,0.2878661,0.5659472,0.764255,0.95904607,-0.048912458,0.7561251,0.47752744,0.60631055,0.24581614,0.80741066,0.5304521,0.67163134,0.3900645,0.8732132,0.12355899,-0.051719375,0.5731226
0.45824555,0.7104226,0.07691678,0.89026344,0.13138723,-0.77219665,-0.46237543,0.1346761,-0.11878929,0.6275414,0.41142374,0.61869055,0.1957823,0.28781438,0.5659986,0.76422936,0.959046,-0.048975855,0.7561909,0.47762007,0.6063698,0.24589583,0.8075326,0.5305024,0.67166144,0.39008924,0.87315416,0.12347451,-0.05177488,0.5730748
0.4563077,0.7158767,0.07815643,0.8889913,0.130551,-0.77191013,-0.4624652,0.13432574,-0.118716985,0.62749213,0.41151583,0.61876816,0.19583997,0.28776437,0.56603664,0.7641925,0.9590412,-0.049038015,0.75628805,0.4777287,0.6064374,0.24597883,0.80766034,0.5305556,0.6716933,0.39009786,0.8731031,0.1233908,-0.05183928,0.57302177
0.49001426,0.7146995,0.059243776,0.8424985,0.023929622,-0.6618611,-0.49242195,0.07370893,-0.0987546,0.6262732,0.46181953,0.6567582,0.19189404,0.2586623,0.55898416,0.7457683,0.958613,-0.07968375,0.7801075,0.5174255,0.6307363,0.2822918,0.8559565,0.5558369,0.686508,0.39953417,0.911297,0.113257445,-0.082539275,0.54471207
0.48992217,0.71850806,0.059307728,0.84189004,0.021975538,-0.660701,-0.493549,0.07287266,-0.09858229,0.6268005,0.46319598,0.657717,0.19211683,0.25832886,0.5599313,0.7463015,0.9591248,-0.08005,0.7797402,0.51782,0.6309945,0.2829373,0.8567363,0.556507,0.6869231,0.39971176,0.9124028,0.11317957,-0.083181776,0.5440893
0.4907019,0.72214985,0.060031943,0.84102,0.0204429,-0.6599319,-0.49439228,0.07191456,-0.098543905,0.6271902,0.46441683,0.6585809,0.1923065,0.2580107,0.5609216,0.7469315,0.9596957,-0.08041529,0.7793666,0.5182427,0.6312711,0.28355974,0.8576232,0.55728346,0.68739647,0.39989957,0.9135518,0.113047026,-0.083807945,0.54346764
0.49142414,0.72581273,0.06006153,0.8406464,0.018841473,-0.6592975,-0.49558145,0.0710547,-0.09848835,0.62738043,0.46551704,0.6593811,0.19236054,0.2576068,0.5619218,0.747629,0.96031916,-0.08077344,0.7791212,0.5187652,0.6316024,0.2841858,0.85883653,0.5583143,0.6880126,0.4000514,0.9146105,0.11284718,-0.084393196,0.5428561
0.4919184,0.7288313,0.060806092,0.83993345,0.018930484,-0.65916586,-0.49546257,0.071023114,-0.09850236,0.62740266,0.46560618,0.65944564,0.19237301,0.257587,0.56200427,0.7476889,0.96036947,-0.08080737,0.77914953,0.5188304,0.6316414,0.28424013,0.85896456,0.5584148,0.68807137,0.40005195,0.9146769,0.11282451,-0.084438436,0.542811
0.49295664,0.7311913,0.06132884,0.839503,0.01728471,-0.658555,-0.49658883,0.06998736,-0.0985232,0.6273061,0.46668872,0.6602684,0.19238569,0.2571279,0.5628657,0.7482835,0.9609461,-0.08117564,0.7793177,0.51962364,0.632119,0.28489918,0.8604989,0.55968964,0.6888253,0.40033242,0.915851,0.11260629,-0.0849664,0.5421929
0.49360025,0.7335606,0.06212613,0.8388626,0.017424643,-0.6584214,-0.49644804,0.06995988,-0.098541334,0.6273337,0.46678355,0.66033643,0.19240023,0.25710884,0.5629385,0.7483396,0.96099496,-0.08120855,0.7793369,0.51968575,0.6321566,0.2849498,0.8606135,0.55978477,0.6888816,0.40032345,0.9159375,0.11259316,-0.08501863,0.54214406
0.49457216,0.73544395,0.06246395,0.83818394,0.016031329,-0.6583599,-0.49714524,0.06866587,-0.09868914,0.6273629,0.46793804,0.66120315,0.19233079,0.25669733,0.56389976,0.7491607,0.9617192,-0.08154233,0.77918494,0.5203359,0.6325637,0.28550282,0.8616436,0.56079835,0.6894972,0.4001561,0.91754615,0.1125677,-0.08578691,0.54142016
0.49594334,0.73652303,0.06307306,0.83751076,0.015727103,-0.658222,-0.49717444,0.068063006,-0.0988037,0.6276368,0.46862304,0.66168636,0.19226414,0.25648242,0.5643081,0.7494964,0.96203065,-0.081690215,0.7787601,0.5204311,0.63264406,0.28575465,0.86213285,0.5612693,0.6897814,0.40003544,0.9182498,0.11252583,-0.08615477,0.5410869
0.49698627,0.7376547,0.0635171,0.8371279,0.015948089,-0.6580726,-0.49705473,0.06803214,-0.09884118,0.6277025,0.46877447,0.66179264,0.19227473,0.25643867,0.56442714,0.74958575,0.9621065,-0.08173289,0.7786939,0.520465,0.63266784,0.28581324,0.8622428,0.5613744,0.6898447,0.40001372,0.91840166,0.11251604,-0.08623232,0.5410163
0.4977251,0.7387464,0.064013265,0.83675534,0.016048763,-0.65794927,-0.49697936,0.06796727,-0.09888219,0.6277805,0.4689666,0.6619276,0.1922802,0.25638235,0.564572,0.7497022,0.9622041,-0.08178604,0.77861,0.5205165,0.6327037,0.28589296,0.8624388,0.56154895,0.689948,0.40001413,0.91859967,0.11250476,-0.08631577,0.5409316
0.49912888,0.73939425,0.064311825,0.8365044,0.015848747,-0.6578086,-0.49719518,0.06759236,-0.09902542,0.6279366,0.46959397,0.66238207,0.19230965,0.25615758,0.56520295,0.75019115,0.9625898,-0.08191663,0.7781105,0.5206087,0.6327863,0.2861559,0.86318576,0.56220514,0.690333,0.39993227,0.91928244,0.11243968,-0.086651646,0.54060936
0.49993163,0.7391796,0.06553103,0.8361322,0.015989626,-0.6577309,-0.49704435,0.06749542,-0.09907887,0.62800354,0.46975172,0.66249245,0.19232172,0.25611237,0.56534404,0.75030994,0.96268415,-0.08196227,0.7780097,0.5206461,0.6328147,0.28622037,0.86331975,0.5623474,0.6904194,0.39992487,0.91946036,0.11243273,-0.08672822,0.54053336
0.5009088,0.7395563,0.06626953,0.8358234,0.01595975,-0.65758586,-0.49707806,0.06731052,-0.09925623,0.6284828,0.4705029,0.6629973,0.19237795,0.25589386,0.5659915,0.7508518,0.9631045,-0.08213603,0.7775275,0.52077687,0.6329217,0.2864829,0.8639826,0.5630065,0.69081646,0.40000817,0.9201977,0.11239043,-0.08699299,0.540241
0.50069106,0.7390412,0.06770092,0.8354266,0.015773099,-0.6575657,-0.49696743,0.06712537,-0.09929585,0.6285372,0.4706224,0.66308016,0.1923738,0.255854,0.566071,0.75092554,0.9631676,-0.08217551,0.77744627,0.52080697,0.63294536,0.2865309,0.86408067,0.5631153,0.6908835,0.40002623,0.92031664,0.1123782,-0.0870416,0.54018855
0.50163144,0.7386613,0.06879199,0.83509177,0.015993152,-0.65740144,-0.49677956,0.06709279,-0.099344276,0.62861013,0.47075644,0.66317177,0.19236518,0.2558,0.56614554,0.75098693,0.9632247,-0.08222363,0.77739,0.5208493,0.6329746,0.2865838,0.86419785,0.56322986,0.69095254,0.4000368,0.9204355,0.1123605,-0.08709794,0.54013175
0.5014923,0.73731947,0.070398346,0.8346334,0.015708994,-0.65721804,-0.49661478,0.06682206,-0.0994522,0.62875664,0.47106767,0.66338766,0.19233063,0.2556542,0.5663259,0.75113976,0.9633671,-0.08232852,0.77728814,0.5209758,0.6330593,0.2866906,0.86438423,0.56346756,0.6911024,0.40007028,0.9207772,0.11234802,-0.08722748,0.5399991
0.5014402,0.736833,0.070663445,0.8341415,0.01521185,-0.656876,-0.496495,0.06637041,-0.09970031,0.6291427,0.47176805,0.66387045,0.19234294,0.25533366,0.56687653,0.75155604,0.96372217,-0.08252781,0.7768301,0.52111703,0.6331738,0.28689507,0.86474234,0.5639684,0.6914222,0.40002233,0.92163765,0.11235839,-0.08756801,0.5396865
0.50036484,0.736153,0.071747184,0.833821,0.014750553,-0.65690464,-0.4964393,0.06611475,-0.099742755,0.62920445,0.4718892,0.6639541,0.19231854,0.25527543,0.56694216,0.75162005,0.9637812,-0.082570106,0.77676225,0.52115244,0.63320017,0.28692925,0.864767,0.5640457,0.69147503,0.4000274,0.92177683,0.11235756,-0.08762307,0.5396341
0.49940705,0.73530143,0.072252154,0.83368987,0.014365169,-0.6569402,-0.49641132,0.065914825,-0.09978844,0.62929296,0.47203302,0.66405135,0.19227405,0.2552071,0.5669994,0.75168836,0.96384704,-0.08262213,0.7767427,0.5212229,0.6332454,0.28696534,0.8647874,0.56413215,0.6915345,0.40003765,0.9219606,0.11236727,-0.087685816,0.53957313
0.49831223,0.73264766,0.073166355,0.8335389,0.013853859,-0.6569964,-0.4962705,0.06553066,-0.09988695,0.62952393,0.4723624,0.6642707,0.19214892,0.25505844,0.567087,0.7518079,0.9639725,-0.08273152,0.776633,0.52132875,0.6333176,0.28704363,0.8648042,0.5642874,0.69164306,0.40001777,0.92237073,0.11239932,-0.0878431,0.5394332
0.4970713,0.73225844,0.072211236,0.83313876,0.013199029,-0.6569048,-0.49602854,0.06499246,-0.10009487,0.6300614,0.47316384,0.6648092,0.19194001,0.2547215,0.56739706,0.7521132,0.96427107,-0.08297258,0.77648544,0.52160704,0.63349783,0.2872279,0.86482924,0.56459546,0.6918593,0.39994714,0.9233522,0.112489134,-0.088194504,0.5391218
