dummy_x_translation_joint,dummy_y_translation_joint,dummy_z_translation_joint,dummy_x_rotation_joint,dummy_y_rotation_joint,dummy_z_rotation_joint,WRJ2,WRJ1,FFJ4,FFJ3,FFJ2,FFJ1,LFJ5,LFJ4,LFJ3,LFJ2,LFJ1,MFJ4,MFJ3,MFJ2,MFJ1,RFJ4,RFJ3,RFJ2,RFJ1,THJ5,THJ4,THJ3,THJ2,THJ1
0.56983984,0.65713924,-0.14626627,0.7824026,0.036776725,-0.7765434,-0.505687,-0.23051557,0.046480343,0.27641857,0.2950509,0.52543664,-0.001,0.3490854,0.63788515,0.7665419,0.9494287,0.14048414,0.5517725,0.32010972,0.5078653,0.07450678,0.6255735,0.40792027,0.6077939,-0.22065148,0.66777045,0.21019405,-0.16646276,0.5467947
0.56994015,0.6544667,-0.14624202,0.7808546,0.0380305,-0.7744497,-0.5033676,-0.22999191,0.045441482,0.27554393,0.29454464,0.5252757,-0.0009494399,0.34912327,0.6368716,0.7644148,0.9487721,0.13880233,0.5527796,0.32001296,0.5077021,0.07472208,0.62560636,0.40677497,0.60719603,-0.21868695,0.66668236,0.21005309,-0.1647402,0.5478281
0.56936896,0.6521409,-0.1447967,0.7790294,0.039820623,-0.77281255,-0.50057155,-0.22920369,0.044262253,0.2751962,0.29425085,0.52520746,-0.001,0.34910306,0.6356566,0.76234907,0.94814044,0.13708153,0.5537065,0.31996378,0.50757027,0.07494327,0.62573254,0.4057981,0.6066835,-0.21658099,0.66583914,0.21010485,-0.16293076,0.5489018
0.5686661,0.64991343,-0.1442674,0.77833384,0.041264463,-0.77138335,-0.49872357,-0.22811437,0.043522064,0.2753329,0.29422218,0.5252357,-0.0007601321,0.34903258,0.6349006,0.76104486,0.9477431,0.13587357,0.55433387,0.31997353,0.5075059,0.07513598,0.6258705,0.40521756,0.6063756,-0.21521884,0.6651361,0.20983697,-0.16178417,0.54959345
0.5689325,0.64683324,-0.13990378,0.77751243,0.04163853,-0.7712862,-0.4980106,-0.22816862,0.043379165,0.27531892,0.2942063,0.52523106,-9.943577e-05,0.34903756,0.6347648,0.7608786,0.9476874,0.13570832,0.5543709,0.31996346,0.5074928,0.07518163,0.62584347,0.4051368,0.6063319,-0.21505226,0.6650478,0.20948097,-0.1616494,0.5496705
0.55474573,0.64145195,-0.1440606,0.7624355,0.065442964,-0.75885427,-0.4670004,-0.21553122,0.029845698,0.27632818,0.29451776,0.5260784,-0.001,0.34879577,0.62176985,0.7427535,0.94205505,0.1216812,0.56417626,0.32169306,0.5075313,0.07852552,0.6293572,0.39884046,0.6029038,-0.19492036,0.66149795,0.2104395,-0.14527352,0.55937755
0.55445355,0.63749397,-0.13673232,0.76113105,0.06525055,-0.75881606,-0.4664026,-0.21590458,0.029742632,0.27624127,0.29447615,0.52606016,-5.7377518e-05,0.34882593,0.6216606,0.74259937,0.9420035,0.12155651,0.5641449,0.32165793,0.50750643,0.07857577,0.6293206,0.39875907,0.6028605,-0.19476524,0.66131383,0.2094292,-0.1451547,0.55943817
0.5541038,0.63429075,-0.12972447,0.7597245,0.06507296,-0.7586894,-0.46576378,-0.21625316,0.029650358,0.2761473,0.29443547,0.52604353,-4.457665e-05,0.3488546,0.62155807,0.7424388,0.94194776,0.121425234,0.56413025,0.32162964,0.50748503,0.07862982,0.62928534,0.39867327,0.60281444,-0.19462854,0.6611022,0.20940803,-0.14504926,0.5594959
0.5536907,0.63040286,-0.11976087,0.7575389,0.06490138,-0.75860816,-0.4647588,-0.21680358,0.029543614,0.2760383,0.29439002,0.5260242,-3.5132285e-05,0.34889492,0.62141705,0.7422586,0.94188386,0.1212581,0.56407773,0.321584,0.5074548,0.078709684,0.6292058,0.3985653,0.60275745,-0.19448674,0.66087854,0.20938364,-0.14494248,0.55955493
0.55345327,0.62717664,-0.11093195,0.75547814,0.06486389,-0.7585098,-0.4637399,-0.2172862,0.02944945,0.2759438,0.29434913,0.5260077,-4.400356e-05,0.3489286,0.621268,0.7420714,0.9418172,0.12108704,0.564025,0.32153764,0.50742465,0.078799136,0.62912875,0.39845684,0.6027001,-0.19435875,0.66069764,0.2093793,-0.14484541,0.5596119
0.5527364,0.62349683,-0.09791262,0.75216687,0.06465951,-0.758482,-0.4622185,-0.21814935,0.029308325,0.27575636,0.2942695,0.52597296,-1.7797965e-05,0.34897014,0.6211063,0.7418674,0.9417398,0.120859295,0.56392294,0.32147053,0.5073844,0.07892065,0.628997,0.39832056,0.60262895,-0.19421509,0.66047895,0.20935728,-0.14474009,0.55967367
0.55244994,0.6203311,-0.08695806,0.74926203,0.06463461,-0.7583879,-0.46078026,-0.21888971,0.0291885,0.2755556,0.2941847,0.5259374,1.0969552e-05,0.34900412,0.62097514,0.7416613,0.94165766,0.12061911,0.5638224,0.32139957,0.5073425,0.079031855,0.62886655,0.3981782,0.6025545,-0.19408745,0.6603076,0.2093538,-0.1446453,0.5597324
0.55160284,0.61816454,-0.07533062,0.7458663,0.06442588,-0.7583749,-0.45921424,-0.21982116,0.029037433,0.275315,0.2940832,0.5258952,1.855573e-05,0.3490329,0.62083083,0.7414495,0.9415726,0.120367095,0.56370187,0.3213254,0.50730044,0.07914095,0.62873214,0.3980381,0.60248154,-0.19395815,0.66014266,0.20934781,-0.14455041,0.5597916
0.55088735,0.61527556,-0.0643208,0.74274606,0.06431006,-0.7583224,-0.4576497,-0.22067685,0.02887933,0.2750621,0.29397604,0.52585113,1.093757e-05,0.34904665,0.62066525,0.7412208,0.94147974,0.12011826,0.56357324,0.3212456,0.5072552,0.0792549,0.62862813,0.39790618,0.6024104,-0.19383642,0.6600001,0.209347,-0.14446346,0.5598477
0.5498594,0.6136393,-0.051387705,0.73866624,0.06411934,-0.7583541,-0.45573047,-0.2218139,0.028685022,0.27477184,0.29386026,0.5258057,-1.4490719e-06,0.3490586,0.6204711,0.74097806,0.94138014,0.11984729,0.5634462,0.32117152,0.50721407,0.07939179,0.6284651,0.39774877,0.60232806,-0.19371659,0.6598466,0.20933338,-0.14438292,0.5599017
0.54862416,0.6120589,-0.03883634,0.7346884,0.06388502,-0.7583804,-0.4538478,-0.22292632,0.028488336,0.2744893,0.29374826,0.5257623,-1.48832205e-05,0.34907344,0.6202592,0.74073005,0.94127965,0.119593106,0.5633239,0.32109794,0.5071729,0.07952291,0.6283032,0.39758694,0.602243,-0.1936024,0.65969664,0.20932099,-0.1443083,0.5599543
0.54842985,0.6100567,-0.027963856,0.7313557,0.06404185,-0.75822544,-0.45208946,-0.22372873,0.028336875,0.2742955,0.29367903,0.5257398,3.0169065e-06,0.34907618,0.6200684,0.7404835,0.9411767,0.119344555,0.563221,0.3210257,0.5071312,0.079659306,0.62816316,0.39743125,0.60215986,-0.19349387,0.6595107,0.20928778,-0.14423797,0.5600054
0.5482666,0.60790974,-0.017190697,0.7281585,0.06422146,-0.75797737,-0.45038152,-0.22443162,0.02823035,0.27417836,0.293651,0.52573764,-1.5177693e-05,0.3490729,0.6198551,0.7402318,0.9410738,0.1190983,0.56312335,0.3209544,0.50708944,0.07980443,0.6280352,0.39727744,0.60207665,-0.19339934,0.6592638,0.2092239,-0.14418072,0.56005096
0.5474176,0.6066026,-0.004590723,0.72418046,0.064101145,-0.7578366,-0.44848844,-0.22545224,0.028081998,0.27395323,0.2935714,0.52571076,2.8889786e-05,0.349085,0.6196675,0.7399827,0.94096845,0.118843175,0.56297404,0.3208664,0.507041,0.07995178,0.62788266,0.39711657,0.6019912,-0.19330278,0.6590261,0.20916471,-0.14412224,0.56009704
0.54634804,0.60509384,0.007421886,0.7203737,0.06385862,-0.7577207,-0.4466856,-0.22651494,0.027928602,0.27366152,0.29345784,0.5256677,7.5057884e-05,0.34908596,0.61949545,0.73973155,0.9408614,0.11859451,0.5628209,0.3207764,0.50699204,0.080095015,0.62773144,0.39695194,0.601904,-0.1931988,0.65882844,0.20912474,-0.14405659,0.56014585
0.54516673,0.60422826,0.01773472,0.716896,0.06355047,-0.75759137,-0.44506165,-0.22752975,0.027804127,0.27338034,0.29335043,0.52562857,0.00013984246,0.34908384,0.6193488,0.7394843,0.94075364,0.11835715,0.56266534,0.32068527,0.5069434,0.080230564,0.627582,0.39679062,0.60181946,-0.19309913,0.6586429,0.20908491,-0.14399533,0.5601925
0.54424405,0.6030622,0.027275098,0.7137114,0.06330756,-0.7574102,-0.4435272,-0.228467,0.02769932,0.27307546,0.29323083,0.5255837,0.00021587373,0.34908098,0.6192171,0.7392374,0.94064397,0.11812309,0.5625303,0.32060325,0.50689924,0.08036873,0.62744915,0.39663506,0.6017372,-0.19299921,0.658462,0.20904395,-0.14393497,0.5602378
0.54358786,0.6020247,0.035362776,0.7109277,0.06313885,-0.757171,-0.4421447,-0.2292859,0.027617319,0.27277693,0.29311752,0.5255427,0.0003352974,0.34908834,0.61911255,0.73899394,0.9405324,0.11790211,0.5624026,0.32052323,0.506856,0.080486566,0.62732327,0.3964813,0.60165566,-0.19290674,0.6582929,0.20900753,-0.14387897,0.56028134
0.5430572,0.60087025,0.043171752,0.7082611,0.0629931,-0.7569033,-0.4408049,-0.23007414,0.02753958,0.2724692,0.2929986,0.52549934,0.00045289984,0.34908575,0.6190048,0.73874545,0.9404187,0.11769613,0.56227666,0.32044542,0.5068141,0.080599606,0.6272105,0.39633015,0.60157436,-0.19282779,0.65811557,0.20896508,-0.14383072,0.5603209
0.54252535,0.600085,0.049567156,0.70587724,0.06283574,-0.7566559,-0.43959,-0.23082805,0.02746931,0.27216238,0.29288334,0.5254593,0.0005772265,0.3490853,0.6189046,0.7384969,0.9403051,0.11750001,0.56213903,0.32036194,0.50677,0.080703385,0.62711364,0.39618382,0.6014953,-0.19274013,0.65797377,0.20893751,-0.14377286,0.5603649
0.5420653,0.598862,0.05541844,0.7036479,0.062720485,-0.7564274,-0.43836287,-0.23158704,0.027394656,0.2718445,0.29276294,0.5254183,0.00070424867,0.34908175,0.61879534,0.73823154,0.94018394,0.11728985,0.561993,0.32027164,0.50672245,0.08081221,0.62700325,0.39602354,0.60140926,-0.19263291,0.65786505,0.20892079,-0.14370432,0.5604141
0.5415523,0.5975819,0.06072757,0.70152104,0.06259608,-0.7561971,-0.43714923,-0.23234849,0.02732155,0.2715119,0.29263514,0.5253746,0.0008429739,0.34908152,0.61869156,0.7379557,0.9400574,0.11706714,0.56183976,0.320175,0.5066716,0.08092528,0.62688386,0.39585176,0.6013177,-0.1925116,0.65777725,0.2089159,-0.14362754,0.56046814
0.5413038,0.5970193,0.0657543,0.69922715,0.06258965,-0.75594866,-0.4358317,-0.23313306,0.02724195,0.27118528,0.29251158,0.5253351,0.0009701237,0.34907657,0.6185728,0.73765707,0.9399229,0.11682755,0.561672,0.32006866,0.5066162,0.08103606,0.62675196,0.395664,0.6012183,-0.19240832,0.6576933,0.20891622,-0.14356177,0.56051904
0.5444271,0.5652722,0.032073863,0.6038813,0.040252432,-0.6784546,-0.36960432,-0.29001024,0.027361693,0.2204191,0.2705569,0.51804066,0.017735958,0.3498733,0.6107908,0.68614835,0.91853404,0.0882953,0.54775435,0.30629712,0.49865335,0.09305468,0.6245575,0.36740613,0.58601725,-0.16758312,0.6255438,0.20374842,-0.12648305,0.5717458
0.5443176,0.565313,0.035001382,0.6030445,0.04020138,-0.678444,-0.3692378,-0.2902312,0.027301744,0.22036713,0.27052468,0.51802933,0.017644828,0.3490744,0.61069274,0.68600684,0.9184899,0.08821465,0.54771537,0.3062646,0.49863222,0.093091086,0.6245284,0.36732873,0.5859771,-0.16752394,0.6254799,0.20378324,-0.12643844,0.5717729
0.5442218,0.56544167,0.036028933,0.60254914,0.040145732,-0.6784183,-0.36898324,-0.29042405,0.027214497,0.2202868,0.2704743,0.5180142,0.017494375,0.34907115,0.61056715,0.6857778,0.9184195,0.08809849,0.54767007,0.3062146,0.49859905,0.09312539,0.6245051,0.3672046,0.58591294,-0.16741405,0.62542886,0.20386964,-0.1263513,0.57182604
0.5439232,0.565301,0.036777698,0.6019254,0.040036406,-0.6784464,-0.36857423,-0.29076794,0.027040496,0.22015794,0.27039394,0.517994,0.017198978,0.34905684,0.6103271,0.6853528,0.918287,0.08789995,0.5475779,0.3061194,0.49853697,0.09318764,0.6244276,0.36696118,0.58578753,-0.16721702,0.6254022,0.2040538,-0.12619261,0.5719234
0.5439223,0.5659571,0.036439147,0.601487,0.040014688,-0.67842203,-0.3683068,-0.29099303,0.026932567,0.22006772,0.2703381,0.51798147,0.016990265,0.34905362,0.6101706,0.68504363,0.91819185,0.087743685,0.5475045,0.30604717,0.49849066,0.0932324,0.6243892,0.36678502,0.5856969,-0.167077,0.6253675,0.20418482,-0.12607929,0.5719942
0.543554,0.5657735,0.03611234,0.6007387,0.039788716,-0.67802167,-0.36774904,-0.2914444,0.026605897,0.2197703,0.2701477,0.5179293,0.016368402,0.3490118,0.6097872,0.684122,0.91790533,0.08727194,0.5472854,0.30582172,0.4983443,0.09334092,0.6243324,0.3662676,0.58542705,-0.16671108,0.62508327,0.20450467,-0.12579305,0.5721831
0.543479,0.5660157,0.03506647,0.6005506,0.03969179,-0.67780226,-0.36758685,-0.29161015,0.026497908,0.21964666,0.27006218,0.5179071,0.016079681,0.34901446,0.60958284,0.68366456,0.9177671,0.087068096,0.5472129,0.3057195,0.4982757,0.09340229,0.6242705,0.36599156,0.5852853,-0.1665398,0.62495846,0.20467794,-0.12565689,0.5722752
0.543377,0.565598,0.034316417,0.6002156,0.039504834,-0.677317,-0.36728886,-0.2918768,0.026342578,0.21938998,0.26987928,0.5178534,0.015494872,0.34902796,0.6091724,0.68277097,0.9175015,0.086634934,0.54713315,0.30553466,0.49814618,0.0935305,0.6241387,0.36544043,0.5850026,-0.16618061,0.62466383,0.20500462,-0.1253665,0.5724676
0.5421727,0.56522447,0.03309193,0.6004647,0.03900332,-0.6772687,-0.36747354,-0.29201517,0.026322473,0.2193067,0.26982534,0.517836,0.015341066,0.34902057,0.60908747,0.6825639,0.91744083,0.086536504,0.54709685,0.30548373,0.49811214,0.09353996,0.62410736,0.36531037,0.58493626,-0.16608506,0.6246119,0.20509243,-0.12528813,0.5725183
0.54302216,0.56562227,0.03222879,0.6004502,0.03930104,-0.6771573,-0.36736402,-0.29196352,0.026287245,0.21926028,0.26979434,0.51782787,0.0152379,0.34901872,0.60902363,0.6824178,0.9173976,0.08645889,0.5471095,0.3054655,0.4980969,0.09356089,0.6241128,0.36523077,0.58489466,-0.16603485,0.6245757,0.2051502,-0.12524669,0.57254666
0.54317063,0.5655919,0.030471351,0.6008194,0.03931651,-0.6770926,-0.3674986,-0.291911,0.026269196,0.21923335,0.26977548,0.5178249,0.015130273,0.34900945,0.6089781,0.6822995,0.9173649,0.08641659,0.5471193,0.30544734,0.49808246,0.09357148,0.6241161,0.3651617,0.58485913,-0.16598535,0.6245454,0.20519836,-0.1252079,0.57257175
0.54308975,0.565733,0.02828385,0.6012743,0.039222952,-0.6770111,-0.36772266,-0.29186204,0.026258072,0.21921791,0.2697628,0.5178252,0.015018847,0.348996,0.6089507,0.682189,0.91733575,0.086380176,0.5471251,0.30542538,0.49806613,0.09357676,0.62411857,0.36509112,0.58482325,-0.16593704,0.6244845,0.2052308,-0.1251707,0.57259595
